p_t mean,f0 mean,edit dist,edit std,edit dist mv,edit std mv,cov delta,cov std,exac delta,exac std
0.2,0.8,3.7,1.5,7.27,2.374,0.074,0.041,0.056,0.032
0.2,0.8,3.83,1.55,7.51,2.456,0.051,0.027,0.035,0.018
0.2,0.8,3.86,1.421,7.52,2.555,0.067,0.047,0.049,0.032
0.2,0.8,3.38,1.561,6.28,2.573,0.084,0.033,0.063,0.025
0.2,0.8,3.62,1.617,7.12,2.695,0.057,0.037,0.039,0.028
0.2,0.8,3.4,1.428,6.46,2.291,0.076,0.04,0.05,0.027
0.2,0.8,3.78,1.474,6.48,2.381,0.066,0.05,0.048,0.037
0.2,0.8,3.95,1.571,7.28,2.779,0.075,0.027,0.054,0.023
0.2,0.8,3.95,1.417,8.25,2.621,0.071,0.048,0.057,0.038
0.2,0.8,3.42,1.779,7.96,2.51,0.04,0.033,0.028,0.026
0.2,0.9,3.72,1.45,7.3,2.625,0.089,0.041,0.069,0.03
0.2,0.9,3.84,1.468,7.74,2.508,0.055,0.044,0.042,0.031
0.2,0.9,3.62,1.623,7.56,2.347,0.052,0.043,0.039,0.026
0.2,0.9,3.56,1.472,6.25,2.451,0.084,0.038,0.058,0.025
0.2,0.9,3.51,1.425,6.73,2.596,0.085,0.04,0.059,0.031
0.2,0.9,3.32,1.529,5.63,2.301,0.081,0.049,0.056,0.035
0.2,0.9,3.35,1.532,7.68,2.481,0.049,0.03,0.031,0.023
0.2,0.9,3.91,1.53,8.03,2.282,0.084,0.051,0.068,0.037
0.2,0.9,3.49,1.411,6.49,2.364,0.086,0.046,0.064,0.032
0.2,0.9,3.34,1.351,6.37,2.493,0.056,0.043,0.035,0.03
0.2,1.0,3.75,1.596,8.0,2.47,0.082,0.042,0.067,0.031
0.2,1.0,3.49,1.473,6.46,2.714,0.081,0.029,0.057,0.02
0.2,1.0,3.27,1.516,6.5,2.663,0.074,0.044,0.053,0.03
0.2,1.0,3.46,1.466,6.54,2.535,0.081,0.047,0.056,0.033
0.2,1.0,3.67,1.47,7.95,2.722,0.061,0.026,0.041,0.02
0.2,1.0,3.35,1.633,5.82,2.551,0.07,0.035,0.045,0.025
0.2,1.0,3.63,1.494,7.2,2.653,0.068,0.03,0.048,0.024
0.2,1.0,3.54,1.577,6.89,2.49,0.07,0.041,0.052,0.028
0.2,1.0,3.16,1.579,6.15,2.747,0.06,0.035,0.042,0.028
0.2,1.0,3.9,1.493,7.63,2.369,0.055,0.037,0.041,0.03
0.3,0.0,4.15,1.67,10.25,2.321,0.046,0.08,0.037,0.063
0.3,0.0,3.79,1.505,9.81,2.314,0.04,0.066,0.033,0.052
0.3,0.0,3.91,1.47,9.59,2.754,0.045,0.073,0.035,0.055
0.3,0.0,3.97,1.52,9.56,2.192,0.038,0.052,0.032,0.042
0.3,0.0,3.83,1.524,9.06,2.453,0.032,0.056,0.026,0.039
0.3,0.0,3.84,1.44,9.52,2.544,0.045,0.07,0.037,0.054
0.3,0.0,4.03,1.634,9.75,2.586,0.046,0.051,0.045,0.028
0.3,0.0,4.1,1.411,9.73,2.258,0.043,0.058,0.035,0.048
0.3,0.0,3.95,1.609,9.82,2.431,0.052,0.067,0.052,0.044
0.3,0.0,4.0,1.4,9.66,2.401,0.043,0.068,0.035,0.052
0.3,0.1,4.12,1.657,9.44,2.389,0.041,0.072,0.033,0.055
0.3,0.1,4.07,1.485,9.53,2.398,0.059,0.091,0.047,0.068
0.3,0.1,3.92,1.528,9.81,2.583,0.054,0.065,0.047,0.053
0.3,0.1,3.91,1.582,9.6,2.68,0.038,0.058,0.031,0.044
0.3,0.1,4.25,1.539,9.59,2.191,0.043,0.065,0.035,0.052
0.3,0.1,4.16,1.56,9.4,2.258,0.067,0.069,0.064,0.047
0.3,0.1,3.91,1.511,9.41,2.375,0.041,0.052,0.035,0.04
0.3,0.1,3.66,1.358,9.1,2.062,0.051,0.052,0.056,0.034
0.3,0.1,3.76,1.524,9.68,2.6,0.053,0.049,0.044,0.037
0.3,0.1,3.75,1.539,8.96,2.832,0.055,0.044,0.045,0.034
0.3,0.2,4.04,1.562,9.45,2.84,0.047,0.052,0.039,0.042
0.3,0.2,3.94,1.69,9.1,2.617,0.044,0.054,0.037,0.04
0.3,0.2,3.96,1.637,9.13,2.629,0.06,0.05,0.048,0.041
0.3,0.2,3.95,1.512,8.85,2.527,0.055,0.05,0.044,0.036
0.3,0.2,4.14,1.503,8.86,2.638,0.069,0.063,0.068,0.044
0.3,0.2,3.9,1.67,8.5,2.663,0.049,0.042,0.04,0.031
0.3,0.2,3.81,1.629,8.22,2.606,0.047,0.039,0.038,0.029
0.3,0.2,3.89,1.406,8.99,2.512,0.059,0.052,0.051,0.039
0.3,0.2,3.8,1.51,9.22,2.44,0.047,0.052,0.038,0.038
0.3,0.2,3.78,1.659,8.86,2.75,0.036,0.035,0.028,0.028
0.3,0.3,3.7,1.375,7.76,2.96,0.078,0.054,0.058,0.042
0.3,0.3,3.61,1.413,8.15,2.736,0.037,0.024,0.028,0.018
0.3,0.3,3.88,1.577,7.35,2.725,0.057,0.028,0.046,0.02
0.3,0.3,3.55,1.299,8.53,2.389,0.054,0.039,0.043,0.029
0.3,0.3,3.66,1.505,8.82,2.621,0.038,0.041,0.03,0.029
0.3,0.3,3.86,1.477,8.41,2.281,0.067,0.068,0.052,0.049
0.3,0.3,3.93,1.478,8.03,2.851,0.051,0.035,0.038,0.028
0.3,0.3,3.58,1.784,8.1,2.927,0.048,0.038,0.032,0.029
0.3,0.3,3.94,1.654,8.82,2.621,0.057,0.027,0.046,0.019
0.3,0.3,3.55,1.506,7.82,2.632,0.044,0.039,0.033,0.03
0.3,0.4,3.98,1.679,8.08,2.46,0.075,0.048,0.061,0.035
0.3,0.4,3.77,1.516,7.46,2.791,0.08,0.028,0.059,0.02
0.3,0.4,4.04,1.673,7.73,2.345,0.089,0.063,0.073,0.046
0.3,0.4,3.97,1.533,7.29,2.981,0.097,0.048,0.075,0.039
0.3,0.4,3.54,1.682,7.57,2.836,0.055,0.029,0.038,0.022
0.3,0.4,3.68,1.587,8.08,2.656,0.062,0.038,0.045,0.03
0.3,0.4,3.67,1.53,6.83,2.388,0.084,0.035,0.057,0.027
0.3,0.4,3.69,1.521,7.64,2.587,0.063,0.04,0.056,0.034
0.3,0.4,3.85,1.492,7.24,2.442,0.078,0.022,0.058,0.017
0.3,0.4,3.36,1.46,6.32,2.687,0.075,0.039,0.055,0.026
0.3,0.5,3.6,1.523,6.34,2.558,0.078,0.049,0.058,0.035
0.3,0.5,3.75,1.645,7.16,2.544,0.063,0.032,0.048,0.023
0.3,0.5,3.58,1.57,6.5,2.707,0.078,0.033,0.054,0.026
0.3,0.5,3.5,1.396,6.9,2.46,0.064,0.042,0.041,0.031
0.3,0.5,4.0,1.667,7.15,2.696,0.058,0.046,0.043,0.035
0.3,0.5,3.48,1.284,6.47,2.629,0.051,0.043,0.032,0.026
0.3,0.5,3.93,1.704,7.35,3.109,0.085,0.037,0.062,0.026
0.3,0.5,3.53,1.323,6.46,2.674,0.063,0.039,0.041,0.029
0.3,0.5,3.66,1.313,7.67,2.577,0.065,0.033,0.048,0.026
0.3,0.5,3.58,1.686,7.84,2.533,0.062,0.042,0.047,0.033
0.3,0.6,3.54,1.552,6.95,2.624,0.076,0.041,0.059,0.03
0.3,0.6,3.63,1.398,5.65,2.443,0.108,0.031,0.073,0.024
0.3,0.6,3.64,1.54,7.48,2.876,0.078,0.042,0.059,0.033
0.3,0.6,3.63,1.508,5.76,2.538,0.089,0.04,0.058,0.03
0.3,0.6,3.66,1.423,7.78,2.73,0.059,0.037,0.037,0.027
0.3,0.6,3.56,1.512,6.46,2.313,0.082,0.029,0.058,0.021
0.3,0.6,3.47,1.646,6.5,2.394,0.073,0.046,0.052,0.032
0.3,0.6,3.52,1.5,6.18,2.567,0.077,0.03,0.051,0.024
0.3,0.6,3.7,1.446,6.61,2.51,0.094,0.05,0.068,0.036
0.3,0.6,3.41,1.524,6.66,2.491,0.066,0.045,0.045,0.032
0.3,0.7,3.46,1.664,5.09,2.466,0.129,0.038,0.089,0.026
0.3,0.7,3.49,1.459,5.89,2.529,0.073,0.03,0.048,0.023
0.3,0.7,3.43,1.589,4.98,2.709,0.089,0.039,0.054,0.026
0.3,0.7,3.48,1.486,5.33,2.259,0.095,0.058,0.064,0.04
0.3,0.7,3.66,1.692,5.51,2.625,0.106,0.039,0.074,0.026
0.3,0.7,3.41,1.517,5.41,2.478,0.088,0.035,0.058,0.028
0.3,0.7,3.24,1.436,4.67,2.311,0.114,0.029,0.075,0.018
0.3,0.7,3.48,1.578,6.43,2.684,0.071,0.033,0.048,0.023
0.3,0.7,3.32,1.587,5.1,2.238,0.084,0.033,0.057,0.025
0.3,0.7,3.76,1.674,5.32,2.181,0.096,0.045,0.067,0.035
0.3,0.8,3.6,1.568,5.22,2.1,0.099,0.039,0.063,0.025
0.3,0.8,3.25,1.492,4.92,2.675,0.092,0.044,0.06,0.028
0.3,0.8,3.39,1.516,5.67,2.561,0.075,0.039,0.048,0.026
0.3,0.8,3.47,1.52,4.84,2.485,0.105,0.05,0.071,0.034
0.3,0.8,3.2,1.643,4.72,2.371,0.09,0.039,0.05,0.028
0.3,0.8,3.43,1.505,5.18,2.26,0.107,0.055,0.067,0.038
0.3,0.8,3.66,1.544,4.85,2.179,0.116,0.035,0.072,0.026
0.3,0.8,3.22,1.533,5.17,2.03,0.095,0.045,0.062,0.026
0.3,0.8,3.39,1.428,5.27,2.249,0.09,0.044,0.055,0.033
0.3,0.8,3.52,1.603,5.99,2.243,0.095,0.052,0.067,0.039
0.3,0.9,3.32,1.529,4.23,2.262,0.131,0.047,0.081,0.034
0.3,0.9,3.1,1.513,4.23,2.226,0.083,0.03,0.043,0.017
0.3,0.9,3.3,1.597,5.37,2.288,0.093,0.037,0.058,0.025
0.3,0.9,3.36,1.652,5.81,2.513,0.098,0.042,0.068,0.032
0.3,0.9,3.23,1.666,5.45,2.547,0.081,0.037,0.053,0.029
0.3,0.9,3.29,1.388,5.93,2.669,0.08,0.041,0.051,0.026
0.3,0.9,3.32,1.661,5.52,2.456,0.087,0.047,0.063,0.035
0.3,0.9,3.82,1.506,6.45,2.282,0.076,0.049,0.049,0.035
0.3,0.9,3.29,1.525,4.64,2.234,0.099,0.054,0.063,0.034
0.3,0.9,3.32,1.618,4.18,2.109,0.113,0.051,0.072,0.033
0.3,1.0,2.97,1.5,5.15,2.685,0.079,0.044,0.051,0.029
0.3,1.0,3.08,1.514,5.08,2.18,0.087,0.055,0.055,0.037
0.3,1.0,3.31,1.454,5.47,2.472,0.094,0.039,0.068,0.026
0.3,1.0,3.45,1.564,5.63,2.283,0.088,0.035,0.056,0.027
0.3,1.0,3.52,1.634,5.28,2.227,0.086,0.034,0.053,0.026
0.3,1.0,3.17,1.543,5.11,2.19,0.076,0.034,0.042,0.023
0.3,1.0,3.3,1.584,5.61,2.541,0.075,0.033,0.043,0.021
0.3,1.0,3.28,1.607,5.73,2.336,0.075,0.051,0.048,0.035
0.3,1.0,3.49,1.603,4.92,2.369,0.099,0.045,0.065,0.03
0.3,1.0,3.3,1.439,4.39,2.412,0.104,0.049,0.065,0.034
0.4,0.0,4.03,1.513,9.55,2.247,0.047,0.063,0.039,0.048
0.4,0.0,3.61,1.561,9.14,2.302,0.035,0.039,0.028,0.029
0.4,0.0,3.78,1.591,8.95,2.406,0.054,0.08,0.043,0.059
0.4,0.0,3.9,1.634,9.26,2.571,0.051,0.055,0.042,0.044
0.4,0.0,3.77,1.555,9.34,2.16,0.038,0.046,0.033,0.038
0.4,0.0,3.86,1.428,9.43,2.251,0.048,0.06,0.044,0.048
0.4,0.0,3.89,1.555,9.61,2.275,0.054,0.055,0.052,0.035
0.4,0.0,3.88,1.437,9.76,2.581,0.043,0.051,0.035,0.038
0.4,0.0,4.03,1.417,8.91,2.268,0.056,0.052,0.049,0.047
0.4,0.0,3.98,1.421,9.71,2.503,0.043,0.066,0.035,0.05
0.4,0.1,3.9,1.682,9.61,2.34,0.058,0.057,0.049,0.043
0.4,0.1,4.16,1.641,8.9,2.339,0.07,0.034,0.066,0.023
0.4,0.1,3.97,1.711,9.27,2.469,0.038,0.049,0.031,0.036
0.4,0.1,4.04,1.442,9.27,2.19,0.041,0.065,0.033,0.051
0.4,0.1,4.26,1.481,9.53,2.165,0.048,0.073,0.038,0.055
0.4,0.1,3.99,1.459,8.83,2.191,0.058,0.05,0.05,0.039
0.4,0.1,3.92,1.361,9.66,2.35,0.038,0.047,0.032,0.038
0.4,0.1,3.78,1.641,9.51,2.602,0.057,0.048,0.051,0.033
0.4,0.1,3.77,1.37,9.53,2.385,0.062,0.048,0.053,0.037
0.4,0.1,3.34,1.583,8.14,2.638,0.041,0.031,0.033,0.023
0.4,0.2,3.65,1.552,8.44,2.92,0.044,0.044,0.03,0.035
0.4,0.2,3.98,1.575,7.79,2.628,0.061,0.048,0.053,0.036
0.4,0.2,4.0,1.449,8.56,2.574,0.061,0.059,0.047,0.045
0.4,0.2,3.74,1.572,8.09,2.822,0.066,0.038,0.055,0.031
0.4,0.2,3.86,1.588,8.64,2.855,0.044,0.04,0.032,0.031
0.4,0.2,3.9,1.507,8.36,2.726,0.049,0.048,0.034,0.039
0.4,0.2,3.64,1.507,8.81,2.848,0.051,0.038,0.042,0.027
0.4,0.2,3.96,1.476,9.21,2.471,0.058,0.06,0.046,0.046
0.4,0.2,3.52,1.546,8.12,2.397,0.048,0.054,0.035,0.04
0.4,0.2,3.66,1.576,8.75,2.9,0.057,0.047,0.048,0.036
0.4,0.3,3.65,1.633,6.99,2.985,0.069,0.029,0.047,0.022
0.4,0.3,3.82,1.41,7.73,2.842,0.081,0.06,0.066,0.046
0.4,0.3,3.45,1.424,7.26,2.686,0.079,0.043,0.057,0.033
0.4,0.3,3.94,1.455,8.23,2.767,0.05,0.036,0.042,0.03
0.4,0.3,3.68,1.667,7.11,2.679,0.075,0.033,0.053,0.026
0.4,0.3,3.59,1.588,8.62,2.999,0.035,0.024,0.025,0.019
0.4,0.3,3.87,1.56,7.75,2.751,0.059,0.043,0.041,0.033
0.4,0.3,3.65,1.645,7.54,2.733,0.056,0.038,0.041,0.023
0.4,0.3,3.64,1.5,8.1,2.423,0.055,0.026,0.039,0.02
0.4,0.3,3.57,1.518,7.22,2.407,0.06,0.045,0.041,0.035
0.4,0.4,3.64,1.622,6.3,2.594,0.071,0.033,0.044,0.028
0.4,0.4,3.55,1.519,6.64,2.532,0.088,0.033,0.065,0.026
0.4,0.4,3.49,1.418,6.84,2.58,0.07,0.035,0.051,0.025
0.4,0.4,3.79,1.596,7.1,2.944,0.068,0.036,0.048,0.029
0.4,0.4,3.28,1.556,6.13,2.46,0.09,0.044,0.064,0.034
0.4,0.4,3.68,1.642,5.67,2.698,0.119,0.039,0.08,0.028
0.4,0.4,3.6,1.575,6.23,2.731,0.069,0.039,0.041,0.029
0.4,0.4,3.46,1.389,6.02,2.584,0.091,0.032,0.062,0.022
0.4,0.4,3.37,1.553,6.19,2.802,0.096,0.039,0.064,0.027
0.4,0.4,3.63,1.573,6.17,2.936,0.088,0.035,0.059,0.025
0.4,0.5,3.51,1.584,5.09,2.51,0.113,0.037,0.076,0.023
0.4,0.5,3.09,1.582,5.12,2.562,0.081,0.037,0.052,0.027
0.4,0.5,3.55,1.699,6.26,2.326,0.085,0.036,0.058,0.027
0.4,0.5,3.63,1.433,5.85,2.511,0.098,0.037,0.065,0.025
0.4,0.5,3.54,1.466,6.37,2.509,0.082,0.039,0.056,0.03
0.4,0.5,3.38,1.541,5.35,2.459,0.1,0.045,0.068,0.036
0.4,0.5,3.56,1.519,6.11,2.634,0.087,0.031,0.056,0.023
0.4,0.5,3.45,1.664,5.32,2.408,0.08,0.025,0.052,0.02
0.4,0.5,3.29,1.478,5.58,2.654,0.091,0.039,0.062,0.027
0.4,0.5,3.7,1.533,6.32,2.457,0.075,0.028,0.045,0.022
0.4,0.6,3.13,1.553,5.74,2.436,0.078,0.026,0.047,0.019
0.4,0.6,3.29,1.492,4.81,2.244,0.116,0.045,0.073,0.03
0.4,0.6,3.14,1.562,4.52,2.484,0.111,0.04,0.071,0.025
0.4,0.6,3.53,1.609,5.09,2.49,0.083,0.036,0.045,0.025
0.4,0.6,2.97,1.628,4.12,2.376,0.126,0.029,0.082,0.019
0.4,0.6,3.36,1.591,4.5,2.095,0.127,0.039,0.088,0.025
0.4,0.6,2.85,1.512,4.88,2.495,0.082,0.03,0.049,0.018
0.4,0.6,3.56,1.621,5.34,2.29,0.105,0.039,0.069,0.023
0.4,0.6,2.78,1.591,4.68,2.521,0.089,0.04,0.06,0.024
0.4,0.6,3.24,1.436,4.72,2.554,0.1,0.038,0.065,0.025
0.4,0.7,2.79,1.444,3.81,2.176,0.072,0.016,0.039,0.015
0.4,0.7,3.27,1.522,3.97,2.047,0.114,0.032,0.072,0.022
0.4,0.7,3.1,1.539,3.77,2.323,0.125,0.042,0.081,0.03
0.4,0.7,3.46,1.552,4.6,2.205,0.109,0.055,0.065,0.037
0.4,0.7,2.99,1.411,4.11,2.126,0.098,0.045,0.054,0.028
0.4,0.7,3.23,1.574,4.66,2.246,0.104,0.044,0.064,0.031
0.4,0.7,3.25,1.558,3.93,2.355,0.129,0.041,0.082,0.031
0.4,0.7,3.28,1.674,4.44,2.414,0.119,0.034,0.079,0.021
0.4,0.7,3.14,1.556,4.28,1.887,0.112,0.038,0.069,0.03
0.4,0.7,3.02,1.483,4.28,2.392,0.102,0.042,0.057,0.026
0.4,0.8,2.91,1.537,3.71,2.174,0.096,0.015,0.057,0.01
0.4,0.8,3.29,1.545,3.76,1.877,0.124,0.038,0.075,0.027
0.4,0.8,2.84,1.501,3.37,1.864,0.107,0.041,0.063,0.027
0.4,0.8,2.99,1.411,3.75,2.056,0.105,0.04,0.063,0.028
0.4,0.8,3.09,1.582,4.22,2.23,0.115,0.046,0.072,0.034
0.4,0.8,2.83,1.49,3.91,2.064,0.093,0.037,0.054,0.021
0.4,0.8,2.85,1.403,3.82,2.027,0.085,0.029,0.048,0.02
0.4,0.8,2.64,1.418,3.19,1.958,0.08,0.023,0.04,0.013
0.4,0.8,2.84,1.447,3.76,2.079,0.087,0.022,0.046,0.015
0.4,0.8,3.66,1.57,5.09,2.47,0.128,0.042,0.084,0.027
0.4,0.9,3.25,1.526,4.3,2.179,0.117,0.041,0.07,0.028
0.4,0.9,2.83,1.45,4.22,2.394,0.087,0.037,0.05,0.025
0.4,0.9,2.92,1.514,4.06,2.082,0.078,0.028,0.041,0.018
0.4,0.9,2.83,1.436,3.79,1.824,0.087,0.033,0.048,0.021
0.4,0.9,2.48,1.323,3.66,2.401,0.078,0.024,0.039,0.016
0.4,0.9,2.87,1.467,3.75,2.142,0.1,0.039,0.054,0.025
0.4,0.9,3.03,1.424,3.55,1.723,0.09,0.028,0.046,0.02
0.4,0.9,2.83,1.327,3.2,1.929,0.133,0.033,0.082,0.023
0.4,0.9,2.99,1.425,3.57,1.951,0.114,0.03,0.058,0.017
0.4,0.9,2.99,1.323,3.69,2.008,0.134,0.061,0.087,0.036
0.4,1.0,2.95,1.424,3.5,1.931,0.101,0.025,0.049,0.014
0.4,1.0,3.26,1.376,4.49,2.22,0.123,0.048,0.073,0.033
0.4,1.0,2.75,1.403,3.56,1.997,0.093,0.023,0.05,0.014
0.4,1.0,3.08,1.412,3.91,2.241,0.114,0.033,0.064,0.021
0.4,1.0,2.68,1.535,3.21,2.011,0.091,0.028,0.048,0.015
0.4,1.0,3.17,1.588,4.23,2.181,0.099,0.039,0.058,0.024
0.4,1.0,3.11,1.516,3.97,2.085,0.098,0.026,0.058,0.02
0.4,1.0,3.32,1.441,4.23,1.949,0.123,0.052,0.079,0.036
0.4,1.0,3.1,1.634,4.43,2.303,0.099,0.037,0.057,0.024
0.4,1.0,2.77,1.377,3.45,1.785,0.098,0.034,0.053,0.021
0.5,0.0,3.92,1.541,9.31,2.533,0.041,0.061,0.034,0.047
0.5,0.0,3.73,1.516,9.68,2.236,0.038,0.045,0.032,0.033
0.5,0.0,3.77,1.441,9.37,2.477,0.039,0.083,0.032,0.059
0.5,0.0,3.84,1.579,9.19,2.361,0.053,0.052,0.043,0.039
0.5,0.0,3.99,1.572,9.54,2.251,0.039,0.07,0.03,0.052
0.5,0.0,3.89,1.516,8.99,2.54,0.042,0.053,0.035,0.042
0.5,0.0,4.11,1.612,9.41,2.214,0.035,0.044,0.029,0.038
0.5,0.0,4.16,1.629,9.15,2.299,0.055,0.059,0.057,0.038
0.5,0.0,3.75,1.307,9.41,2.276,0.047,0.045,0.039,0.035
0.5,0.0,3.86,1.631,9.15,2.351,0.041,0.059,0.032,0.044
0.5,0.1,3.85,1.596,8.52,2.5,0.034,0.031,0.026,0.022
0.5,0.1,3.98,1.393,8.64,2.124,0.044,0.029,0.035,0.024
0.5,0.1,3.7,1.396,8.31,2.46,0.046,0.033,0.038,0.026
0.5,0.1,3.6,1.581,9.33,2.51,0.033,0.032,0.026,0.023
0.5,0.1,3.88,1.57,9.19,2.399,0.048,0.062,0.041,0.051
0.5,0.1,3.76,1.53,8.77,2.315,0.036,0.047,0.027,0.035
0.5,0.1,3.99,1.487,8.96,2.37,0.048,0.063,0.04,0.047
0.5,0.1,3.83,1.68,8.74,2.726,0.061,0.07,0.05,0.05
0.5,0.1,3.5,1.382,8.87,2.235,0.051,0.038,0.043,0.03
0.5,0.1,3.81,1.713,8.66,2.325,0.058,0.059,0.048,0.043
0.5,0.2,3.56,1.545,7.43,2.84,0.047,0.033,0.033,0.025
0.5,0.2,3.97,1.646,8.02,2.584,0.054,0.032,0.044,0.025
0.5,0.2,3.95,1.658,8.11,3.28,0.058,0.052,0.04,0.042
0.5,0.2,3.42,1.518,7.0,2.702,0.054,0.031,0.04,0.022
0.5,0.2,3.72,1.68,8.13,2.568,0.046,0.043,0.038,0.029
0.5,0.2,3.9,1.609,6.89,2.929,0.065,0.058,0.043,0.042
0.5,0.2,3.8,1.568,8.08,2.859,0.063,0.069,0.046,0.052
0.5,0.2,3.83,1.53,8.2,2.661,0.049,0.03,0.036,0.023
0.5,0.2,3.53,1.513,7.84,2.87,0.06,0.032,0.043,0.024
0.5,0.2,3.54,1.603,7.68,2.63,0.06,0.043,0.042,0.032
0.5,0.3,3.48,1.539,6.78,2.652,0.08,0.042,0.059,0.03
0.5,0.3,3.91,1.47,6.99,2.858,0.07,0.037,0.05,0.027
0.5,0.3,3.52,1.425,7.15,2.755,0.06,0.03,0.038,0.021
0.5,0.3,3.7,1.616,6.65,2.765,0.073,0.036,0.049,0.028
0.5,0.3,3.68,1.469,6.02,2.912,0.079,0.02,0.05,0.016
0.5,0.3,3.68,1.58,6.79,2.858,0.07,0.019,0.046,0.015
0.5,0.3,3.31,1.521,6.28,2.793,0.072,0.034,0.05,0.025
0.5,0.3,3.46,1.59,6.51,2.629,0.064,0.035,0.042,0.023
0.5,0.3,4.0,1.49,7.42,2.43,0.074,0.027,0.049,0.024
0.5,0.3,3.3,1.507,6.42,2.658,0.059,0.031,0.037,0.023
0.5,0.4,3.75,1.417,6.31,2.82,0.086,0.04,0.057,0.027
0.5,0.4,3.45,1.841,5.78,2.652,0.076,0.033,0.049,0.022
0.5,0.4,3.36,1.578,5.88,2.669,0.097,0.042,0.068,0.03
0.5,0.4,3.55,1.676,5.97,2.647,0.081,0.029,0.055,0.021
0.5,0.4,3.53,1.539,5.91,2.458,0.089,0.044,0.057,0.033
0.5,0.4,3.42,1.57,4.89,2.502,0.108,0.036,0.074,0.024
0.5,0.4,3.29,1.589,5.87,2.741,0.077,0.032,0.049,0.021
0.5,0.4,3.79,1.499,5.96,2.607,0.091,0.04,0.059,0.026
0.5,0.4,3.28,1.65,5.41,2.627,0.084,0.027,0.051,0.018
0.5,0.4,3.43,1.551,6.52,2.655,0.079,0.032,0.055,0.022
0.5,0.5,3.41,1.65,5.24,2.75,0.107,0.037,0.071,0.027
0.5,0.5,3.12,1.545,4.18,2.321,0.11,0.04,0.07,0.019
0.5,0.5,3.29,1.687,4.62,2.357,0.102,0.03,0.063,0.024
