p_t mean,f0 mean,edit dist,edit std,edit dist mv,edit std mv,cov delta,cov std,exac delta,exac std
0.5,0.5,2.81,1.541,3.67,2.088,0.096,0.034,0.056,0.025
0.5,0.5,3.51,1.572,5.12,2.471,0.098,0.049,0.061,0.03
0.5,0.5,3.37,1.433,5.0,2.354,0.096,0.029,0.055,0.019
0.5,0.5,2.79,1.423,4.55,2.515,0.083,0.035,0.046,0.027
0.5,0.5,3.08,1.598,4.38,2.344,0.113,0.038,0.071,0.028
0.5,0.5,3.7,1.652,5.19,2.752,0.129,0.039,0.09,0.026
0.5,0.5,3.5,1.5,4.75,2.273,0.137,0.037,0.093,0.024
0.5,0.6,3.27,1.406,3.99,2.243,0.124,0.055,0.077,0.035
0.5,0.6,2.9,1.411,3.93,2.141,0.108,0.045,0.067,0.025
0.5,0.6,2.96,1.568,3.65,1.936,0.114,0.017,0.066,0.01
0.5,0.6,2.92,1.566,3.69,2.257,0.088,0.017,0.046,0.011
0.5,0.6,3.06,1.586,3.91,2.25,0.091,0.022,0.049,0.016
0.5,0.6,2.84,1.501,3.54,2.017,0.099,0.022,0.055,0.016
0.5,0.6,3.69,1.82,3.97,2.179,0.129,0.054,0.074,0.034
0.5,0.6,3.45,1.633,4.39,2.126,0.113,0.038,0.061,0.026
0.5,0.6,2.95,1.299,3.99,2.109,0.08,0.017,0.042,0.014
0.5,0.6,3.51,1.565,4.49,2.369,0.142,0.057,0.094,0.038
0.5,0.7,2.76,1.471,3.14,1.882,0.127,0.026,0.074,0.019
0.5,0.7,3.1,1.546,3.56,1.961,0.129,0.033,0.072,0.023
0.5,0.7,3.07,1.416,3.61,1.974,0.108,0.035,0.052,0.024
0.5,0.7,2.66,1.328,3.07,1.734,0.122,0.018,0.071,0.01
0.5,0.7,2.77,1.377,3.5,2.027,0.099,0.022,0.05,0.013
0.5,0.7,2.61,1.428,3.05,1.951,0.111,0.03,0.06,0.02
0.5,0.7,3.0,1.47,3.87,2.176,0.133,0.053,0.08,0.038
0.5,0.7,2.99,1.396,3.55,1.862,0.115,0.037,0.063,0.023
0.5,0.7,2.93,1.498,3.25,2.183,0.102,0.035,0.051,0.021
0.5,0.7,2.74,1.433,3.28,1.738,0.107,0.016,0.054,0.014
0.5,0.8,2.58,1.38,2.77,1.654,0.123,0.027,0.062,0.015
0.5,0.8,2.83,1.504,3.18,1.868,0.119,0.048,0.064,0.028
0.5,0.8,2.87,1.376,3.46,1.987,0.111,0.021,0.058,0.016
0.5,0.8,2.65,1.424,2.95,2.224,0.116,0.05,0.062,0.029
0.5,0.8,3.02,1.449,3.47,1.735,0.125,0.032,0.068,0.021
0.5,0.8,3.07,1.437,3.55,2.046,0.123,0.027,0.071,0.017
0.5,0.8,2.85,1.492,3.21,1.956,0.105,0.024,0.054,0.017
0.5,0.8,2.69,1.347,3.38,1.943,0.108,0.039,0.055,0.025
0.5,0.8,3.3,1.539,3.83,2.122,0.137,0.049,0.083,0.035
0.5,0.8,2.83,1.249,3.14,1.581,0.103,0.025,0.053,0.017
0.5,0.9,2.64,1.323,3.17,1.85,0.097,0.016,0.048,0.011
0.5,0.9,2.67,1.379,2.89,1.822,0.096,0.027,0.046,0.017
0.5,0.9,2.81,1.515,3.27,2.044,0.105,0.028,0.055,0.015
0.5,0.9,2.39,1.28,2.22,1.432,0.118,0.026,0.06,0.013
0.5,0.9,2.69,1.324,2.94,1.642,0.111,0.022,0.058,0.012
0.5,0.9,2.51,1.253,2.72,1.638,0.118,0.023,0.06,0.012
0.5,0.9,2.52,1.411,2.8,1.833,0.105,0.038,0.053,0.024
0.5,0.9,2.32,1.216,2.52,1.836,0.095,0.02,0.046,0.014
0.5,0.9,2.79,1.388,2.81,1.695,0.116,0.028,0.058,0.017
0.5,0.9,2.72,1.436,2.79,1.846,0.114,0.048,0.06,0.031
0.5,1.0,2.54,1.345,2.51,1.597,0.107,0.037,0.053,0.021
0.5,1.0,2.47,1.253,2.73,1.708,0.09,0.027,0.044,0.016
0.5,1.0,2.69,1.347,3.2,1.778,0.102,0.019,0.042,0.011
0.5,1.0,2.6,1.463,2.45,1.431,0.114,0.03,0.062,0.018
0.5,1.0,2.86,1.421,3.08,1.719,0.104,0.027,0.051,0.017
0.5,1.0,2.47,1.338,2.84,1.528,0.097,0.021,0.047,0.013
0.5,1.0,2.7,1.404,3.27,1.799,0.093,0.033,0.046,0.02
0.5,1.0,2.9,1.404,3.12,1.757,0.121,0.024,0.064,0.012
0.5,1.0,2.55,1.452,2.62,1.759,0.107,0.035,0.051,0.021
0.5,1.0,2.38,1.147,2.78,1.559,0.101,0.037,0.043,0.02
0.6,0.0,4.22,1.597,8.72,2.502,0.069,0.048,0.064,0.033
0.6,0.0,3.79,1.596,8.75,2.137,0.049,0.039,0.04,0.033
0.6,0.0,3.99,1.591,9.25,2.487,0.05,0.064,0.04,0.047
0.6,0.0,4.09,1.613,9.24,2.341,0.042,0.063,0.034,0.047
0.6,0.0,3.77,1.427,9.53,2.484,0.057,0.07,0.049,0.053
0.6,0.0,4.02,1.523,9.03,2.291,0.059,0.052,0.049,0.037
0.6,0.0,4.16,1.541,9.52,2.722,0.063,0.053,0.058,0.039
0.6,0.0,3.81,1.468,9.47,2.33,0.052,0.052,0.044,0.038
0.6,0.0,3.92,1.514,9.17,2.103,0.047,0.046,0.04,0.035
0.6,0.0,3.92,1.474,9.41,2.141,0.036,0.057,0.029,0.044
0.6,0.1,3.81,1.521,8.87,2.633,0.058,0.063,0.046,0.045
0.6,0.1,3.52,1.729,8.6,2.709,0.04,0.03,0.03,0.022
0.6,0.1,3.89,1.593,8.23,2.553,0.033,0.025,0.03,0.016
0.6,0.1,3.73,1.529,8.52,2.563,0.056,0.044,0.045,0.032
0.6,0.1,3.51,1.64,7.91,2.695,0.028,0.03,0.022,0.021
0.6,0.1,3.75,1.492,8.87,2.536,0.035,0.032,0.03,0.025
0.6,0.1,3.5,1.48,8.35,2.624,0.054,0.034,0.044,0.027
0.6,0.1,3.62,1.434,8.58,2.662,0.037,0.029,0.032,0.022
0.6,0.1,3.68,1.529,8.89,2.494,0.054,0.033,0.044,0.025
0.6,0.1,3.8,1.442,9.34,2.706,0.047,0.034,0.04,0.026
0.6,0.2,3.6,1.612,7.86,2.874,0.037,0.031,0.027,0.022
0.6,0.2,3.39,1.509,8.04,2.668,0.043,0.032,0.032,0.025
0.6,0.2,3.57,1.498,7.33,2.874,0.049,0.043,0.033,0.026
0.6,0.2,3.81,1.666,7.72,2.75,0.059,0.048,0.037,0.039
0.6,0.2,3.59,1.761,7.69,2.792,0.041,0.027,0.03,0.02
0.6,0.2,3.35,1.396,6.22,2.886,0.075,0.033,0.05,0.022
0.6,0.2,3.43,1.43,7.4,2.534,0.044,0.025,0.029,0.017
0.6,0.2,3.68,1.561,7.33,2.909,0.054,0.034,0.038,0.024
0.6,0.2,3.35,1.459,6.03,2.7,0.088,0.026,0.059,0.018
0.6,0.2,3.77,1.434,7.77,3.006,0.072,0.049,0.059,0.036
0.6,0.3,3.77,1.654,6.23,3.01,0.097,0.035,0.069,0.027
0.6,0.3,3.58,1.491,5.51,2.762,0.113,0.032,0.076,0.025
0.6,0.3,3.59,1.668,5.39,2.675,0.089,0.04,0.055,0.028
0.6,0.3,3.25,1.664,6.06,2.956,0.084,0.052,0.06,0.036
0.6,0.3,3.18,1.639,6.1,2.837,0.082,0.042,0.057,0.028
0.6,0.3,3.84,1.598,6.48,2.632,0.088,0.035,0.059,0.025
0.6,0.3,3.65,1.584,6.77,2.894,0.071,0.035,0.047,0.026
0.6,0.3,3.38,1.455,6.27,2.537,0.064,0.034,0.042,0.02
0.6,0.3,3.17,1.556,5.51,2.681,0.087,0.033,0.051,0.022
0.6,0.3,3.36,1.565,5.89,2.724,0.087,0.03,0.057,0.021
0.6,0.4,3.07,1.505,4.15,2.418,0.117,0.031,0.074,0.025
0.6,0.4,3.16,1.573,4.69,2.626,0.089,0.042,0.049,0.029
0.6,0.4,3.41,1.53,4.7,2.659,0.113,0.06,0.072,0.037
0.6,0.4,3.72,1.463,4.85,2.491,0.146,0.034,0.1,0.02
0.6,0.4,3.11,1.536,4.89,2.576,0.09,0.047,0.055,0.027
0.6,0.4,3.28,1.477,5.03,2.532,0.1,0.043,0.06,0.033
0.6,0.4,3.38,1.561,4.78,2.448,0.098,0.022,0.061,0.019
0.6,0.4,3.12,1.602,4.4,2.319,0.117,0.051,0.077,0.039
0.6,0.4,3.32,1.599,4.88,2.455,0.106,0.056,0.069,0.037
0.6,0.4,3.41,1.692,4.72,2.676,0.108,0.041,0.066,0.026
0.6,0.5,3.01,1.526,3.58,2.281,0.131,0.054,0.081,0.03
0.6,0.5,3.02,1.385,4.13,2.283,0.12,0.048,0.068,0.032
0.6,0.5,3.15,1.532,4.01,2.071,0.103,0.03,0.053,0.023
0.6,0.5,2.55,1.337,2.97,1.921,0.109,0.034,0.06,0.02
0.6,0.5,2.55,1.438,3.55,2.075,0.1,0.026,0.055,0.019
0.6,0.5,3.39,1.58,4.67,2.333,0.088,0.019,0.043,0.014
0.6,0.5,2.8,1.673,4.04,2.222,0.084,0.027,0.046,0.019
0.6,0.5,3.29,1.745,4.25,2.422,0.089,0.04,0.05,0.027
0.6,0.5,3.11,1.561,4.4,2.191,0.102,0.038,0.06,0.03
0.6,0.5,3.2,1.6,3.69,2.058,0.164,0.061,0.106,0.037
0.6,0.6,2.74,1.404,3.08,1.901,0.108,0.025,0.053,0.016
0.6,0.6,2.8,1.393,3.16,1.917,0.103,0.029,0.054,0.016
0.6,0.6,2.98,1.428,3.84,1.963,0.112,0.016,0.06,0.01
0.6,0.6,3.18,1.664,3.84,2.305,0.092,0.036,0.047,0.021
0.6,0.6,3.02,1.709,3.75,2.007,0.089,0.046,0.048,0.032
0.6,0.6,2.77,1.42,3.45,2.017,0.097,0.033,0.047,0.022
0.6,0.6,2.51,1.382,2.92,1.73,0.102,0.021,0.053,0.017
0.6,0.6,2.55,1.396,2.9,1.847,0.1,0.03,0.051,0.017
0.6,0.6,2.71,1.558,2.89,1.76,0.12,0.039,0.066,0.022
0.6,0.6,2.73,1.462,3.04,1.995,0.107,0.026,0.055,0.018
0.6,0.7,2.74,1.346,2.94,1.548,0.104,0.025,0.045,0.017
0.6,0.7,2.71,1.478,3.02,1.897,0.124,0.037,0.063,0.019
0.6,0.7,2.89,1.555,3.03,1.682,0.103,0.032,0.053,0.019
0.6,0.7,2.77,1.427,3.03,1.621,0.103,0.031,0.053,0.019
0.6,0.7,2.46,1.352,2.87,1.809,0.107,0.036,0.055,0.021
0.6,0.7,2.91,1.524,2.84,1.604,0.124,0.034,0.062,0.021
0.6,0.7,2.51,1.411,2.7,1.808,0.1,0.024,0.051,0.019
0.6,0.7,2.61,1.462,2.84,1.815,0.123,0.034,0.062,0.021
0.6,0.7,2.42,1.305,2.89,1.902,0.098,0.033,0.044,0.017
0.6,0.7,2.67,1.45,2.85,1.658,0.114,0.02,0.06,0.012
0.6,0.8,2.19,1.172,2.25,1.381,0.122,0.028,0.055,0.017
0.6,0.8,2.37,1.324,2.54,1.479,0.103,0.025,0.052,0.017
0.6,0.8,2.53,1.352,2.83,1.744,0.105,0.022,0.049,0.012
0.6,0.8,2.57,1.387,2.67,1.662,0.114,0.031,0.06,0.018
0.6,0.8,2.39,1.28,2.32,1.574,0.1,0.023,0.046,0.013
0.6,0.8,2.42,1.524,2.13,1.426,0.124,0.021,0.069,0.011
0.6,0.8,2.47,1.212,2.6,1.523,0.109,0.028,0.05,0.016
0.6,0.8,2.53,1.367,2.66,1.698,0.143,0.028,0.075,0.017
0.6,0.8,2.63,1.39,2.41,1.613,0.122,0.012,0.064,0.008
0.6,0.8,2.26,1.397,2.0,1.549,0.12,0.025,0.061,0.013
0.6,0.9,2.4,1.265,2.24,1.394,0.112,0.022,0.056,0.014
0.6,0.9,2.4,1.217,2.27,1.455,0.101,0.019,0.047,0.011
0.6,0.9,2.39,1.37,2.16,1.515,0.124,0.022,0.061,0.013
0.6,0.9,2.43,1.358,2.12,1.478,0.114,0.033,0.057,0.021
0.6,0.9,2.44,1.359,2.54,1.676,0.121,0.045,0.059,0.025
0.6,0.9,2.46,1.236,2.26,1.39,0.139,0.017,0.067,0.012
0.6,0.9,2.7,1.375,2.32,1.555,0.135,0.033,0.072,0.018
0.6,0.9,2.3,1.277,2.36,1.628,0.125,0.023,0.065,0.015
0.6,0.9,2.9,1.453,2.71,1.519,0.139,0.042,0.071,0.029
0.6,0.9,2.32,1.272,2.22,1.566,0.099,0.032,0.048,0.02
0.6,1.0,2.2,1.217,2.08,1.398,0.111,0.024,0.049,0.014
0.6,1.0,2.35,1.322,2.44,1.675,0.108,0.035,0.051,0.022
0.6,1.0,2.25,1.417,2.27,1.469,0.108,0.05,0.051,0.028
0.6,1.0,2.51,1.439,2.27,1.587,0.131,0.024,0.07,0.014
0.6,1.0,2.57,1.351,2.7,1.513,0.11,0.029,0.053,0.016
0.6,1.0,2.42,1.387,2.32,1.661,0.123,0.026,0.058,0.019
0.6,1.0,2.3,1.229,2.09,1.401,0.12,0.025,0.053,0.015
0.6,1.0,2.34,1.282,2.18,1.359,0.109,0.03,0.046,0.017
0.6,1.0,2.44,1.409,2.09,1.517,0.129,0.029,0.065,0.017
0.6,1.0,2.01,1.153,1.93,1.251,0.122,0.021,0.06,0.013
0.7,0.0,3.87,1.419,8.84,2.509,0.063,0.072,0.053,0.056
0.7,0.0,3.97,1.559,8.6,2.379,0.056,0.039,0.045,0.028
0.7,0.0,3.91,1.47,9.14,2.245,0.056,0.04,0.047,0.03
0.7,0.0,4.02,1.581,9.3,2.524,0.06,0.053,0.059,0.035
0.7,0.0,3.93,1.512,9.01,2.189,0.064,0.045,0.065,0.026
0.7,0.0,4.0,1.606,9.1,2.274,0.058,0.057,0.046,0.045
0.7,0.0,3.99,1.345,9.51,2.322,0.049,0.045,0.04,0.035
0.7,0.0,3.67,1.656,8.44,2.601,0.061,0.032,0.062,0.015
0.7,0.0,3.81,1.508,8.44,2.495,0.055,0.054,0.044,0.039
0.7,0.0,4.02,1.356,9.46,2.472,0.058,0.075,0.047,0.058
0.7,0.1,3.66,1.681,8.59,2.822,0.034,0.02,0.021,0.017
0.7,0.1,3.74,1.659,9.04,2.702,0.047,0.04,0.038,0.029
0.7,0.1,3.9,1.513,8.32,2.701,0.061,0.072,0.042,0.056
0.7,0.1,3.31,1.495,7.5,2.7,0.035,0.031,0.025,0.024
0.7,0.1,3.63,1.804,8.03,2.567,0.048,0.052,0.033,0.038
0.7,0.1,3.58,1.491,8.31,2.603,0.038,0.032,0.029,0.02
0.7,0.1,4.13,1.566,8.12,2.721,0.079,0.053,0.07,0.036
0.7,0.1,3.9,1.513,9.54,2.459,0.052,0.033,0.051,0.026
0.7,0.1,4.07,1.589,8.18,2.725,0.074,0.081,0.063,0.06
0.7,0.1,3.69,1.659,7.19,2.745,0.055,0.043,0.04,0.031
0.7,0.2,3.56,1.444,7.07,2.736,0.072,0.022,0.048,0.017
0.7,0.2,3.75,1.728,6.95,2.736,0.093,0.049,0.061,0.038
0.7,0.2,3.55,1.571,6.48,2.484,0.087,0.027,0.053,0.019
0.7,0.2,3.73,1.782,7.09,2.585,0.068,0.038,0.045,0.03
0.7,0.2,3.79,1.545,7.09,2.454,0.067,0.031,0.045,0.025
0.7,0.2,3.71,1.728,7.11,2.963,0.088,0.04,0.063,0.029
0.7,0.2,3.38,1.434,6.08,2.603,0.068,0.031,0.04,0.023
0.7,0.2,3.45,1.499,6.45,2.826,0.065,0.024,0.04,0.02
0.7,0.2,3.5,1.526,6.45,2.621,0.064,0.036,0.046,0.025
0.7,0.2,3.39,1.555,6.5,2.644,0.051,0.034,0.034,0.023
0.7,0.3,3.65,1.558,7.39,3.066,0.06,0.032,0.039,0.022
0.7,0.3,3.33,1.537,6.29,2.899,0.06,0.038,0.037,0.026
0.7,0.3,3.7,1.52,6.36,2.651,0.087,0.048,0.058,0.032
0.7,0.3,3.27,1.455,5.2,2.631,0.095,0.051,0.065,0.038
0.7,0.3,3.44,1.458,5.13,2.536,0.086,0.047,0.053,0.03
0.7,0.3,3.12,1.602,4.47,2.435,0.092,0.046,0.052,0.032
0.7,0.3,3.54,1.577,6.51,2.798,0.093,0.044,0.065,0.033
0.7,0.3,3.46,1.552,5.63,2.866,0.073,0.04,0.042,0.026
0.7,0.3,3.56,1.538,6.26,2.674,0.091,0.046,0.058,0.032
0.7,0.3,3.26,1.467,5.78,2.838,0.07,0.033,0.036,0.019
0.7,0.4,3.09,1.517,4.13,2.394,0.122,0.019,0.073,0.011
0.7,0.4,3.11,1.643,3.69,1.885,0.129,0.051,0.078,0.034
0.7,0.4,3.62,1.468,5.93,2.479,0.101,0.034,0.068,0.023
0.7,0.4,3.19,1.573,3.89,1.964,0.115,0.045,0.065,0.03
0.7,0.4,3.29,1.43,5.27,2.485,0.097,0.03,0.058,0.022
0.7,0.4,3.32,1.731,4.63,2.614,0.099,0.052,0.061,0.032
0.7,0.4,3.25,1.615,3.98,2.341,0.12,0.04,0.071,0.029
0.7,0.4,3.3,1.584,4.82,2.463,0.095,0.028,0.058,0.021
0.7,0.4,3.2,1.612,5.59,2.608,0.078,0.039,0.053,0.027
0.7,0.4,2.95,1.452,3.81,2.428,0.101,0.034,0.055,0.022
0.7,0.5,2.72,1.563,3.41,2.079,0.092,0.025,0.047,0.014
0.7,0.5,2.58,1.511,3.49,2.193,0.072,0.026,0.036,0.019
0.7,0.5,3.15,1.486,4.09,2.21,0.132,0.046,0.079,0.03
0.7,0.5,2.93,1.551,3.43,1.845,0.094,0.033,0.048,0.022
0.7,0.5,2.83,1.47,3.14,1.715,0.111,0.036,0.056,0.021
0.7,0.5,2.57,1.409,2.67,1.732,0.11,0.03,0.053,0.019
0.7,0.5,2.71,1.351,3.4,2.218,0.112,0.027,0.058,0.018
0.7,0.5,3.29,1.499,3.77,2.244,0.141,0.043,0.08,0.029
0.7,0.5,2.49,1.315,3.71,2.483,0.081,0.027,0.042,0.017
0.7,0.5,2.94,1.586,3.4,2.131,0.117,0.039,0.067,0.027
0.7,0.6,2.8,1.421,2.74,1.622,0.137,0.024,0.072,0.016
0.7,0.6,2.56,1.219,2.74,1.585,0.094,0.037,0.046,0.023
0.7,0.6,2.78,1.487,2.64,1.83,0.111,0.031,0.061,0.019
0.7,0.6,2.5,1.3,2.57,1.564,0.113,0.044,0.056,0.028
0.7,0.6,2.68,1.476,2.81,1.787,0.105,0.031,0.054,0.016
0.7,0.6,2.67,1.537,2.66,1.557,0.11,0.027,0.057,0.015
0.7,0.6,2.5,1.33,2.85,1.652,0.119,0.035,0.061,0.02
0.7,0.6,2.57,1.387,2.71,1.57,0.111,0.026,0.053,0.015
0.7,0.6,2.73,1.37,2.58,1.511,0.112,0.032,0.054,0.02
0.7,0.6,2.71,1.416,2.8,1.575,0.104,0.032,0.054,0.018
0.7,0.7,2.6,1.393,2.43,1.38,0.094,0.022,0.042,0.016
0.7,0.7,2.24,1.35,2.35,1.841,0.102,0.017,0.054,0.012
0.7,0.7,2.38,1.406,2.35,1.652,0.125,0.026,0.063,0.014
0.7,0.7,2.63,1.293,2.66,1.563,0.114,0.032,0.053,0.019
0.7,0.7,2.23,1.232,2.23,1.548,0.104,0.023,0.048,0.01
0.7,0.7,2.38,1.255,2.47,1.621,0.088,0.029,0.04,0.019
0.7,0.7,2.55,1.26,2.6,1.523,0.13,0.024,0.065,0.017
0.7,0.7,2.36,1.253,2.33,1.569,0.121,0.038,0.054,0.02
0.7,0.7,2.08,1.286,2.04,1.248,0.104,0.03,0.05,0.02
0.7,0.7,2.48,1.353,2.34,1.387,0.117,0.03,0.057,0.018
0.7,0.8,2.42,1.193,2.3,1.446,0.111,0.027,0.053,0.013
0.7,0.8,2.46,1.33,2.27,1.561,0.13,0.023,0.061,0.011
0.7,0.8,2.28,1.335,2.08,1.44,0.115,0.021,0.057,0.012
0.7,0.8,2.55,1.359,2.14,1.407,0.149,0.057,0.071,0.027
0.7,0.8,2.14,1.2,2.05,1.374,0.125,0.023,0.061,0.015
0.7,0.8,2.3,1.3,2.19,1.554,0.133,0.027,0.066,0.018
0.7,0.8,2.42,1.394,2.32,1.448,0.111,0.024,0.05,0.012
0.7,0.8,2.38,1.223,2.1,1.338,0.122,0.038,0.057,0.021
0.7,0.8,2.11,1.085,1.97,1.253,0.116,0.038,0.053,0.018
0.7,0.8,2.2,1.241,2.11,1.272,0.122,0.037,0.063,0.022
0.7,0.9,2.14,1.289,2.03,1.41,0.131,0.023,0.062,0.013
0.7,0.9,2.36,1.188,2.14,1.414,0.129,0.033,0.06,0.016
0.7,0.9,2.2,1.14,2.05,1.352,0.116,0.017,0.052,0.009
0.7,0.9,2.09,1.201,1.8,1.304,0.124,0.033,0.06,0.019
0.7,0.9,2.34,1.267,2.0,1.393,0.133,0.036,0.07,0.021
0.7,0.9,2.26,1.339,1.91,1.394,0.136,0.036,0.065,0.02
0.7,0.9,2.22,1.188,1.98,1.385,0.116,0.029,0.054,0.015
0.7,0.9,2.09,1.25,1.91,1.342,0.141,0.03,0.071,0.021
0.7,0.9,2.33,1.249,2.06,1.198,0.128,0.022,0.055,0.017
0.7,0.9,2.23,1.272,2.04,1.272,0.147,0.027,0.069,0.016
0.7,1.0,2.22,1.262,1.96,1.288,0.127,0.022,0.061,0.013
0.7,1.0,2.25,1.211,1.92,1.332,0.148,0.037,0.071,0.02
0.7,1.0,1.98,1.149,1.87,1.405,0.099,0.023,0.043,0.013
0.7,1.0,2.13,1.155,1.93,1.151,0.131,0.019,0.063,0.011
0.7,1.0,2.29,1.235,2.03,1.187,0.128,0.025,0.061,0.016
0.7,1.0,2.29,1.227,2.04,1.399,0.128,0.027,0.055,0.013
0.7,1.0,2.36,1.308,2.14,1.386,0.123,0.027,0.058,0.016
0.7,1.0,2.36,1.269,2.0,1.233,0.115,0.028,0.051,0.014
0.7,1.0,2.18,1.195,1.87,1.27,0.138,0.029,0.06,0.017
0.7,1.0,1.89,1.104,1.68,1.303,0.133,0.038,0.062,0.019
0.8,0.0,4.0,1.556,9.22,2.356,0.062,0.037,0.051,0.029
0.8,0.0,3.97,1.431,8.68,2.485,0.07,0.059,0.059,0.043
0.8,0.0,3.83,1.477,8.49,2.291,0.061,0.045,0.049,0.037
0.8,0.0,3.33,1.422,8.91,2.581,0.047,0.05,0.041,0.035
0.8,0.0,4.19,1.671,9.13,2.257,0.068,0.05,0.066,0.031
0.8,0.0,3.77,1.535,8.65,2.325,0.068,0.078,0.056,0.059
0.8,0.0,4.04,1.536,8.86,2.561,0.043,0.029,0.032,0.025
0.8,0.0,3.95,1.479,8.51,2.784,0.072,0.041,0.058,0.031
0.8,0.0,3.71,1.57,8.66,2.566,0.064,0.049,0.052,0.034
0.8,0.0,3.78,1.46,8.74,2.484,0.042,0.029,0.035,0.025
0.8,0.1,3.77,1.599,7.89,2.701,0.06,0.044,0.047,0.033
0.8,0.1,3.91,1.698,8.38,2.831,0.059,0.039,0.043,0.034
0.8,0.1,4.05,1.584,8.54,2.5,0.077,0.056,0.062,0.043
0.8,0.1,3.63,1.426,7.98,2.482,0.037,0.028,0.027,0.023
0.8,0.1,4.07,1.681,8.98,2.358,0.034,0.046,0.029,0.034
0.8,0.1,3.8,1.568,8.44,2.794,0.051,0.045,0.039,0.032
0.8,0.1,3.64,1.54,7.93,2.736,0.038,0.029,0.027,0.02
0.8,0.1,3.83,1.588,7.77,2.712,0.068,0.039,0.043,0.032
0.8,0.1,3.74,1.433,8.6,2.778,0.039,0.032,0.034,0.025
0.8,0.1,3.39,1.618,7.48,2.476,0.055,0.045,0.039,0.032
0.8,0.2,3.47,1.652,5.59,2.62,0.086,0.034,0.059,0.024
0.8,0.2,3.72,1.68,7.04,2.713,0.073,0.044,0.049,0.033
0.8,0.2,3.37,1.501,6.28,3.014,0.068,0.052,0.048,0.035
0.8,0.2,3.79,1.359,6.05,2.714,0.094,0.058,0.06,0.043
0.8,0.2,3.69,1.534,7.06,3.098,0.06,0.037,0.043,0.023
0.8,0.2,3.41,1.613,7.1,2.958,0.048,0.033,0.033,0.023
